OSM_Data
"{'type': 'node', 'id': 1398586704, 'lat': 25.0525437, 'lon': 102.7079211, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 10187487037, 'lat': 25.0518063, 'lon': 102.7060693, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'operator': '一心堂'}}"
"{'type': 'node', 'id': 10554085464, 'lat': 25.0491432, 'lon': 102.6777345, 'tags': {'alt_name': '昆明市五华区春晖社区卫生服务站', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': '春晖社区卫生服务站'}}"
"{'type': 'node', 'id': 11052141737, 'lat': 25.0306633, 'lon': 102.6951702, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'healthcare:speciality': 'nephrology', 'name': '云南肾脏病医院'}}"
"{'type': 'node', 'id': 11247504918, 'lat': 25.0312673, 'lon': 102.6897535, 'tags': {'amenity': 'hospital', 'building': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 11247505435, 'lat': 25.0421472, 'lon': 102.6829299, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 11247505436, 'lat': 25.042293, 'lon': 102.6845419, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'operator:type': 'private'}}"
"{'type': 'node', 'id': 11555881534, 'lat': 25.0413283, 'lon': 102.7171093, 'tags': {'healthcare': 'blood_donation', 'name': '东风献血屋'}}"
"{'type': 'node', 'id': 11563395506, 'lat': 25.0342857, 'lon': 102.7445403, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'operator:type': 'private'}}"
"{'type': 'node', 'id': 11563395591, 'lat': 25.0448445, 'lon': 102.7460182, 'tags': {'amenity': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 11583708879, 'lat': 25.039262, 'lon': 102.7272622, 'tags': {'addr:city': '昆明市', 'addr:district': '盘龙区', 'addr:suburb': '拓东街道', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': '尚义社区卫生服务站', 'operator:type': 'government'}}"
"{'type': 'node', 'id': 11597442181, 'lat': 25.0706608, 'lon': 102.7171683, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 11639975545, 'lat': 25.0919463, 'lon': 102.7415724, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 11664342754, 'lat': 25.0490241, 'lon': 102.7155067, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 11664342836, 'lat': 25.0568798, 'lon': 102.7154303, 'tags': {'alt_name': '云南省妇女儿童医院; 儿童早期发展中心', 'alt_name:en': ""Yunnan Women And Children's Hospital"", 'healthcare': 'birthing_centre', 'name': '云南省妇幼保健院', 'name:en': 'Yunnan Materral And Child Health Hospital'}}"
"{'type': 'node', 'id': 11664342854, 'lat': 25.0568798, 'lon': 102.7127534, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'YEBO医博肛肠', 'official_name': '医博肛肠医院', 'operator:type': 'private'}}"
"{'type': 'node', 'id': 11710606590, 'lat': 25.0362116, 'lon': 102.7091606, 'tags': {'blood:whole': 'yes', 'healthcare': 'blood_donation'}}"
"{'type': 'node', 'id': 11805073146, 'lat': 25.0380658, 'lon': 102.6691769, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '健之家健康药房'}}"
"{'type': 'node', 'id': 11888170162, 'lat': 25.0689188, 'lon': 102.6991399, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 12030824642, 'lat': 25.0389376, 'lon': 102.6864376, 'tags': {'amenity': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 12050492885, 'lat': 25.0127021, 'lon': 102.7187401, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '云南中西医结合医院', 'operator:type': 'private'}}"
"{'type': 'node', 'id': 12050492886, 'lat': 25.0129476, 'lon': 102.7185778, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 12137309983, 'lat': 25.070091, 'lon': 102.6768346, 'tags': {'healthcare': 'laboratory', 'name': '云南舜喜医学检验所', 'operator': '云南舜喜医学检验所有限公司'}}"
"{'type': 'node', 'id': 12137309984, 'lat': 25.0699611, 'lon': 102.6768842, 'tags': {'healthcare': 'laboratory', 'name': '云南艾迪康医学检验所', 'operator': '云南艾迪康医学检验所有限公司'}}"
"{'type': 'node', 'id': 12137310171, 'lat': 25.0653643, 'lon': 102.6759267, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name': '五华博艺口腔诊所', 'operator:type': 'private'}}"
"{'type': 'node', 'id': 12137310178, 'lat': 25.064831, 'lon': 102.675175, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name': '百辰口腔', 'operator:type': 'private'}}"
"{'type': 'node', 'id': 12137310215, 'lat': 25.0612206, 'lon': 102.6738131, 'tags': {'amenity': 'pharmacy', 'brand': '一心堂', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 12137310482, 'lat': 25.0533596, 'lon': 102.6831163, 'tags': {'amenity': 'pharmacy', 'brand': '健之家', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 12137311847, 'lat': 25.0631685, 'lon': 102.6753473, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 12137311850, 'lat': 25.0629432, 'lon': 102.6752454, 'tags': {'amenity': 'pharmacy', 'brand': '健之佳', 'healthcare': 'pharmacy', 'name': '健之佳健康药房'}}"
"{'type': 'node', 'id': 12196443720, 'lat': 25.0498794, 'lon': 102.695484, 'tags': {'blood:whole': 'yes', 'building': 'yes', 'healthcare': 'blood_donation', 'name': '百汇献血屋'}}"
"{'type': 'node', 'id': 12204721931, 'lat': 25.0280489, 'lon': 102.7040966, 'tags': {'amenity': 'pharmacy', 'brand': '一心堂', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 12210571248, 'lat': 25.0247782, 'lon': 102.6757202, 'tags': {'amenity': 'pharmacy', 'brand': '一心堂', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 12278873651, 'lat': 25.064237, 'lon': 102.7212185, 'tags': {'amenity': 'pharmacy', 'brand': '一心堂', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 12298904636, 'lat': 25.4896656, 'lon': 103.7908897, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '曲靖市妇幼医院'}}"
"{'type': 'node', 'id': 12361084932, 'lat': 25.0047973, 'lon': 102.7202832, 'tags': {'amenity': 'pharmacy', 'name': '一心堂', 'name:en': 'Good Heart Pharmacy'}}"
"{'type': 'node', 'id': 12361084933, 'lat': 25.0050328, 'lon': 102.7202389, 'tags': {'amenity': 'pharmacy', 'name': '健之佳', 'name:en': 'Health Better Pharmacy'}}"
"{'type': 'node', 'id': 12361084934, 'lat': 25.0040787, 'lon': 102.7226758, 'tags': {'amenity': 'clinic', 'name': '福德社区卫生服务中心', 'name:en': 'Fude Community Healthcare Center'}}"
