OSM_Data
"{'type': 'node', 'id': 2899084831, 'lat': 5.4327675, 'lon': -4.0147336, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Saint François Xavier'}}"
"{'type': 'node', 'id': 7606552721, 'lat': 5.6862687, 'lon': -4.5150463, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 7720448542, 'lat': 6.7700097, 'lon': -4.2922321, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé Urbain de Assié-Koumassi'}}"
"{'type': 'node', 'id': 7722307385, 'lat': 6.7259274, 'lon': -3.4973745, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Dispensaire Urbain de Dioulakro'}}"
"{'type': 'node', 'id': 8244553896, 'lat': 6.644428, 'lon': -4.1840597, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'clinic', 'name': 'Centre de santé'}}"
"{'type': 'node', 'id': 8301965820, 'lat': 5.9545229, 'lon': -4.1880192, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé Rural de Moutcho'}}"
"{'type': 'node', 'id': 8331280259, 'lat': 5.9248333, 'lon': -4.2083455, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie du Château'}}"
"{'type': 'node', 'id': 8455777021, 'lat': 6.0751691, 'lon': -3.409682, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Nouvelle Pharmacie de Bettié'}}"
"{'type': 'node', 'id': 8455777129, 'lat': 6.6733416, 'lon': -3.9712488, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': ""PHARMACIE D'ARRAH""}}"
"{'type': 'node', 'id': 8583928234, 'lat': 5.4398146, 'lon': -4.0144024, 'tags': {'amenity': 'doctors', 'fid': '166', 'healthcare': 'doctor', 'healthcare:speciality': 'ophthalmology', 'name': 'Nette Vision Ophtalmologue', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021-03-02'}}"
"{'type': 'node', 'id': 8584560434, 'lat': 5.4322945, 'lon': -4.0252962, 'tags': {'amenity': 'hospital', 'fid': '560', 'healthcare': 'hospital', 'name': 'Petit Hôpital', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '07/03/2021'}}"
"{'type': 'node', 'id': 8585825829, 'lat': 5.4496576, 'lon': -4.0135171, 'tags': {'amenity': 'pharmacy', 'fid': '307', 'healthcare': 'pharmacy', 'name': 'Pharmacie Route Akeikoi', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '02/03/2021'}}"
"{'type': 'node', 'id': 8586102101, 'lat': 5.43851, 'lon': -4.0160527, 'tags': {'amenity': 'clinic', 'fid': '289', 'healthcare': 'clinic', 'name': 'Clinique Médical Sika Abobo', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '02/03/2021'}}"
"{'type': 'node', 'id': 8592060396, 'lat': 5.4416185, 'lon': -4.0140807, 'tags': {'amenity': 'doctors', 'fid': '585', 'healthcare': 'doctor', 'name': 'Centre de Soins', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '03/03/2021'}}"
"{'type': 'node', 'id': 8592093040, 'lat': 5.4387306, 'lon': -4.008998, 'tags': {'amenity': 'pharmacy', 'fid': '542', 'healthcare': 'pharmacy', 'name': 'Pharmacie des 4 Étages', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '03/03/2021'}}"
"{'type': 'node', 'id': 8596317360, 'lat': 5.4340871, 'lon': -4.0203982, 'tags': {'amenity': 'pharmacy', 'fid': '408', 'healthcare': 'pharmacy', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '02/03/2021'}}"
"{'type': 'node', 'id': 8612488804, 'lat': 5.4335292, 'lon': -4.0118524, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre Médical la Posture', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021-03-03'}}"
"{'type': 'node', 'id': 8794343841, 'lat': 5.4427465, 'lon': -4.0121203, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie EMS Santé'}}"
"{'type': 'node', 'id': 8831785417, 'lat': 5.4456109, 'lon': -3.9782631, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': ""Pharmacie Route d'Alépé"", 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/04'}}"
"{'type': 'node', 'id': 8831845066, 'lat': 5.4416832, 'lon': -3.9832856, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Biabou Mosquée', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/04'}}"
"{'type': 'node', 'id': 8832678684, 'lat': 5.4347926, 'lon': -3.9881731, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre Médical Bedemi', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/04'}}"
"{'type': 'node', 'id': 8832680161, 'lat': 5.4536269, 'lon': -4.0124688, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre médical Longue Vie', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/03'}}"
"{'type': 'node', 'id': 8842281358, 'lat': 5.4407003, 'lon': -4.025946, 'tags': {'amenity': 'pharmacy', 'fid': '849', 'healthcare': 'pharmacy', 'name': 'Pharmacie marché', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/08'}}"
"{'type': 'node', 'id': 8842281382, 'lat': 5.4398666, 'lon': -4.0239971, 'tags': {'amenity': 'doctors', 'fid': '825', 'healthcare': 'doctor', 'name': 'Médecine chinoise chez italien temple chinois', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/09'}}"
"{'type': 'node', 'id': 8842281396, 'lat': 5.4399218, 'lon': -4.0226998, 'tags': {'amenity': 'clinic', 'fid': '811', 'healthcare': 'clinic', 'name': ""Centre médico chirurgical d'abobo"", 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/09'}}"
"{'type': 'node', 'id': 8842281397, 'lat': 5.4399094, 'lon': -4.022789, 'tags': {'amenity': 'pharmacy', 'fid': '810', 'healthcare': 'pharmacy', 'name': 'Pharmacie Amina', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/09'}}"
"{'type': 'node', 'id': 8842436397, 'lat': 5.446516, 'lon': -4.0148191, 'tags': {'amenity': 'doctors', 'fid': '895', 'healthcare': 'doctor', 'name': 'Centre medico social soka', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/09'}}"
"{'type': 'node', 'id': 8842436412, 'lat': 5.4448012, 'lon': -4.0173103, 'tags': {'amenity': 'hospital', 'fid': '880', 'healthcare': 'hospital', 'name': 'Centre de santé urbain à base communautaire abobo BC', 'project:opencities_abidjan': 'yes', 'source': 'survey', 'source:date': '2021/03/09'}}"
"{'type': 'node', 'id': 8879397818, 'lat': 5.4716067, 'lon': -3.2047871, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Clinique Médicale Source de Vie'}}"
"{'type': 'node', 'id': 9134748259, 'lat': 6.7403369, 'lon': -3.5061576, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': ""Centre Antituberculeux d'Abengourou""}}"
"{'type': 'node', 'id': 9134748260, 'lat': 6.7397636, 'lon': -3.5063221, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': ""District sanitaire d'Abengourou""}}"
"{'type': 'node', 'id': 10042451797, 'lat': 5.5015044, 'lon': -3.6619938, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie d’Alépé'}}"
"{'type': 'node', 'id': 10081390248, 'lat': 5.4648931, 'lon': -3.2097265, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Divine Miséricorde'}}"
"{'type': 'node', 'id': 10151639419, 'lat': 5.9233927, 'lon': -4.2161386, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Moayé'}}"
"{'type': 'node', 'id': 10151641417, 'lat': 5.9229082, 'lon': -4.2158413, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': ""Centre médico social d'Agboville""}}"
"{'type': 'node', 'id': 10151641617, 'lat': 5.923424, 'lon': -4.2163019, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': ""INHP antenne régionale d'Agboville""}}"
"{'type': 'node', 'id': 10292073609, 'lat': 6.2244547, 'lon': -3.7733036, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Dépot de produits pharmaceutiques'}}"
"{'type': 'node', 'id': 10738250905, 'lat': 5.4791169, 'lon': -4.1554018, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': ""Centre de santé d'akoupe ZEUDJI""}}"
"{'type': 'node', 'id': 11183385644, 'lat': 5.4894552, 'lon': -4.0516479, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie du Château'}}"
"{'type': 'node', 'id': 11183385646, 'lat': 5.4954331, 'lon': -4.0519162, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': ""Pharmacie du Marché d'Anyama""}}"
"{'type': 'node', 'id': 11186442126, 'lat': 6.7249166, 'lon': -3.5057628, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Saint Famille'}}"
"{'type': 'node', 'id': 11193827457, 'lat': 6.7300868, 'lon': -3.5081807, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre Médical Elohim'}}"
"{'type': 'node', 'id': 11195703749, 'lat': 5.4326052, 'lon': -4.0261893, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Cité Medical La Roseraie'}}"
"{'type': 'node', 'id': 11247828193, 'lat': 6.5627461, 'lon': -3.7602631, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Liddell'}}"
"{'type': 'node', 'id': 11279387976, 'lat': 6.2442578, 'lon': -3.7937633, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre de Santé'}}"
"{'type': 'node', 'id': 11279539060, 'lat': 6.1020832, 'lon': -3.856507, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Eureka'}}"
"{'type': 'node', 'id': 11381874993, 'lat': 5.9324246, 'lon': -4.221262, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Sini Kényana'}}"
"{'type': 'node', 'id': 11770710931, 'lat': 6.7321767, 'lon': -3.4877967, 'tags': {'healthcare': 'nurse', 'name': 'Infirmière Cie'}}"
"{'type': 'node', 'id': 12006442873, 'lat': 5.9302395, 'lon': -4.2157437, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 12472749301, 'lat': 6.3272377, 'lon': -3.4467669, 'tags': {'amenity': 'hospital', 'name': 'Hôpital'}}"
"{'type': 'node', 'id': 12473967103, 'lat': 6.3272284, 'lon': -3.4461388, 'tags': {'amenity': 'pharmacy', 'name': 'Pharmacie'}}"
"{'type': 'node', 'id': 12473998903, 'lat': 6.4534713, 'lon': -3.3895982, 'tags': {'amenity': 'hospital', 'name': 'Centre de santé de Bokakokoré'}}"
"{'type': 'node', 'id': 12474416102, 'lat': 5.5243309, 'lon': -4.2884739, 'tags': {'amenity': 'hospital', 'name': 'Dispensaire de KOSSIHOUEN'}}"
"{'type': 'node', 'id': 12474542982, 'lat': 5.5243348, 'lon': -4.2884776, 'tags': {'healthcare': 'yes', 'name': 'Dispensaire de KOSSIHOUEN'}}"
